Code,Description,Last Updated
392017,Superior tracheobronchial lymphadenopathy,09-12-2025
393010,Inferior tracheobronchial lymphadenopathy,09-12-2025
393010,Inferior tracheobronchial lymphadenopathy,09-12-2025
394016,Tracheal lymphadenopathy,09-12-2025
394016,Tracheal lymphadenopathy,09-12-2025
395015,Parasternal lymphadenopathy,09-12-2025
395015,Parasternal lymphadenopathy,09-12-2025
396019,Supramammary lymphadenopathy,09-12-2025
396019,Supramammary lymphadenopathy,09-12-2025
397011,Anterior mediastinal lymphadenopathy,09-12-2025
397011,Anterior mediastinal lymphadenopathy,09-12-2025
398018,Posterior mediastinal lymphadenopathy,09-12-2025
398018,Posterior mediastinal lymphadenopathy,09-12-2025
399014,Esophageal lymphadenopathy,09-12-2025
399014,Esophageal lymphadenopathy,09-12-2025
400019,Intercostal lymphadenopathy,09-12-2025
400019,Intercostal lymphadenopathy,09-12-2025
401015,Diaphragmatic lymphadenopathy,09-12-2025
401015,Diaphragmatic lymphadenopathy,09-12-2025
402010,Innominate lymphadenopathy,09-12-2025
402010,Innominate lymphadenopathy,09-12-2025
403017,Abdominal lymphadenopathy,09-12-2025
403017,Abdominal lymphadenopathy,09-12-2025
404011,Gut-associated lymphadenopathy,09-12-2025
404011,Gut-associated lymphadenopathy,09-12-2025
405012,Celiac lymphadenopathy,09-12-2025
405012,Celiac lymphadenopathy,09-12-2025
406013,Superior mesenteric lymphadenopathy,09-12-2025
406013,Superior mesenteric lymphadenopathy,09-12-2025
407016,Juxtaintestinal lymphadenopathy,09-12-2025
407016,Juxtaintestinal lymphadenopathy,09-12-2025
408014,Hepatic lymphadenopathy,09-12-2025
408014,Hepatic lymphadenopathy,09-12-2025
409018,Cystic lymphadenopathy,09-12-2025
409018,Cystic lymphadenopathy,09-12-2025
410011,Lymphadenopathy of epiploic foramen,09-12-2025
410011,Lymphadenopathy of epiploic foramen,09-12-2025
411010,Left gastric lymphadenopathy,09-12-2025
411010,Left gastric lymphadenopathy,09-12-2025
412015,Lymphadenopathy of lesser curvature of stomach,09-12-2025
412015,Lymphadenopathy of lesser curvature of stomach,09-12-2025
413013,Lymphadenopathy of greater curvature of stomach,09-12-2025
413013,Lymphadenopathy of greater curvature of stomach,09-12-2025
414019,Lymphadenopathy of lymph node ring of cardia of stomach,09-12-2025
414019,Lymphadenopathy of lymph node ring of cardia of stomach,09-12-2025
415018,Gastro-omental lymphadenopathy,09-12-2025
415018,Gastro-omental lymphadenopathy,09-12-2025
416017,Pyloric lymphadenopathy,09-12-2025
416017,Pyloric lymphadenopathy,09-12-2025
417014,Suprapyloric lymphadenopathy,09-12-2025
417014,Suprapyloric lymphadenopathy,09-12-2025
418016,Subpyloric lymphadenopathy,09-12-2025
418016,Subpyloric lymphadenopathy,09-12-2025
419012,Retropyloric lymphadenopathy,09-12-2025
419012,Retropyloric lymphadenopathy,09-12-2025
420018,Pancreaticosplenic lymphadenopathy,09-12-2025
420018,Pancreaticosplenic lymphadenopathy,09-12-2025
421019,Splenic lymphadenopathy,09-12-2025
421019,Splenic lymphadenopathy,09-12-2025
422014,Pancreatic lymphadenopathy,09-12-2025
422014,Pancreatic lymphadenopathy,09-12-2025
423016,Pancreaticoduodenal lymphadenopathy,09-12-2025
423016,Pancreaticoduodenal lymphadenopathy,09-12-2025
424010,Inferior pancreaticoduodenal lymphadenopathy,09-12-2025
424010,Inferior pancreaticoduodenal lymphadenopathy,09-12-2025
425011,Superior pancreaticoduodenal lymphadenopathy,09-12-2025
425011,Superior pancreaticoduodenal lymphadenopathy,09-12-2025
426012,Inferior pancreatic lymphadenopathy,09-12-2025
426012,Inferior pancreatic lymphadenopathy,09-12-2025
427015,Superior pancreatic lymphadenopathy,09-12-2025
427015,Superior pancreatic lymphadenopathy,09-12-2025
428013,Aortic lymphadenopathy,09-12-2025
428013,Aortic lymphadenopathy,09-12-2025
429017,Renal hilar lymphadenopathy,09-12-2025
429017,Renal hilar lymphadenopathy,09-12-2025
430010,Lumbar lymphadenopathy,09-12-2025
430010,Lumbar lymphadenopathy,09-12-2025
431014,Intestinal lymphadenopathy,09-12-2025
431014,Intestinal lymphadenopathy,09-12-2025
432019,Mesenteric lymphadenopathy,09-12-2025
432019,Mesenteric lymphadenopathy,09-12-2025
433012,Inferior mesenteric lymphadenopathy,09-12-2025
433012,Inferior mesenteric lymphadenopathy,09-12-2025
434018,Sigmoid lymphadenopathy,09-12-2025
434018,Sigmoid lymphadenopathy,09-12-2025
435017,Superior rectal lymphadenopathy,09-12-2025
435017,Superior rectal lymphadenopathy,09-12-2025
436016,Ileocolic lymphadenopathy,09-12-2025
436016,Ileocolic lymphadenopathy,09-12-2025
437013,Right colic lymphadenopathy,09-12-2025
437013,Right colic lymphadenopathy,09-12-2025
438015,Midcolic lymphadenopathy,09-12-2025
438015,Midcolic lymphadenopathy,09-12-2025
439011,Left colic lymphadenopathy,09-12-2025
439011,Left colic lymphadenopathy,09-12-2025
440013,Colic lymphadenopathy,09-12-2025
440013,Colic lymphadenopathy,09-12-2025
441012,Common duct lymphadenopathy,09-12-2025
441012,Common duct lymphadenopathy,09-12-2025
442017,Retroperitoneal lymphadenopathy,09-12-2025
442017,Retroperitoneal lymphadenopathy,09-12-2025
443010,Prececal lymphadenopathy,09-12-2025
443010,Prececal lymphadenopathy,09-12-2025
444016,Retrocecal lymphadenopathy,09-12-2025
444016,Retrocecal lymphadenopathy,09-12-2025
445015,Appendicular lymphadenopathy,09-12-2025
445015,Appendicular lymphadenopathy,09-12-2025
446019,Pelvic lymphadenopathy,09-12-2025
446019,Pelvic lymphadenopathy,09-12-2025
447011,Iliac lymphadenopathy,09-12-2025
447011,Iliac lymphadenopathy,09-12-2025
448018,Medial common iliac lymphadenopathy,09-12-2025
448018,Medial common iliac lymphadenopathy,09-12-2025
449014,Intermediate common iliac lymphadenopathy,09-12-2025
449014,Intermediate common iliac lymphadenopathy,09-12-2025
450014,Lateral common iliac lymphadenopathy,09-12-2025
450014,Lateral common iliac lymphadenopathy,09-12-2025
451013,Subaortic common iliac lymphadenopathy,09-12-2025
451013,Subaortic common iliac lymphadenopathy,09-12-2025
452018,Promontory lymphadenopathy,09-12-2025
452018,Promontory lymphadenopathy,09-12-2025
453011,Subiliac lymphadenopathy,09-12-2025
453011,Subiliac lymphadenopathy,09-12-2025
454017,External iliac lymphadenopathy,09-12-2025
454017,External iliac lymphadenopathy,09-12-2025
455016,Medial external iliac lymphadenopathy,09-12-2025
455016,Medial external iliac lymphadenopathy,09-12-2025
456015,Intermediate external iliac lymphadenopathy,09-12-2025
456015,Intermediate external iliac lymphadenopathy,09-12-2025
457012,Lateral external iliac lymphadenopathy,09-12-2025
457012,Lateral external iliac lymphadenopathy,09-12-2025
458019,Medial lacunar lymphadenopathy,09-12-2025
458019,Medial lacunar lymphadenopathy,09-12-2025
459010,Interiliac lymphadenopathy,09-12-2025
459010,Interiliac lymphadenopathy,09-12-2025
460017,Obturator lymphadenopathy,09-12-2025
460017,Obturator lymphadenopathy,09-12-2025
461018,Hypogastric lymphadenopathy,09-12-2025
461018,Hypogastric lymphadenopathy,09-12-2025
462013,Gluteal lymphadenopathy,09-12-2025
462013,Gluteal lymphadenopathy,09-12-2025
463015,Inferior gluteal lymphadenopathy,09-12-2025
463015,Inferior gluteal lymphadenopathy,09-12-2025
464014,Superior gluteal lymphadenopathy,09-12-2025
464014,Superior gluteal lymphadenopathy,09-12-2025
465010,Sacral lymphadenopathy,09-12-2025
465010,Sacral lymphadenopathy,09-12-2025
466011,Parametrial lymphadenopathy,09-12-2025
466011,Parametrial lymphadenopathy,09-12-2025
467019,Epigastric lymphadenopathy,09-12-2025
467019,Epigastric lymphadenopathy,09-12-2025
468012,Presymphysial lymphadenopathy,09-12-2025
468012,Presymphysial lymphadenopathy,09-12-2025
469016,Uterine paracervical lymphadenopathy,09-12-2025
469016,Uterine paracervical lymphadenopathy,09-12-2025
470015,Paravesicular lymphadenopathy,09-12-2025
470015,Paravesicular lymphadenopathy,09-12-2025
471016,Prevesicular lymphadenopathy,09-12-2025
471016,Prevesicular lymphadenopathy,09-12-2025
471016,Prevesicular lymphadenopathy,09-12-2025
472011,Postvesicular lymphadenopathy,09-12-2025
472011,Postvesicular lymphadenopathy,09-12-2025
473018,Lateral vesicular lymphadenopathy,09-12-2025
473018,Lateral vesicular lymphadenopathy,09-12-2025
474012,Paravaginal lymphadenopathy,09-12-2025
474012,Paravaginal lymphadenopathy,09-12-2025
475013,Pararectal lymphadenopathy,09-12-2025
475013,Pararectal lymphadenopathy,09-12-2025
476014,Upper extremity lymphadenopathy,09-12-2025
476014,Upper extremity lymphadenopathy,09-12-2025
477017,Axillary lymphadenopathy,09-12-2025
477017,Axillary lymphadenopathy,09-12-2025
478010,Lateral axillary lymphadenopathy,09-12-2025
478010,Lateral axillary lymphadenopathy,09-12-2025
479019,Central axillary lymphadenopathy,09-12-2025
479019,Central axillary lymphadenopathy,09-12-2025
480016,Apical axillary lymphadenopathy,09-12-2025
480016,Apical axillary lymphadenopathy,09-12-2025
481017,Pectoral axillary lymphadenopathy,09-12-2025
481017,Pectoral axillary lymphadenopathy,09-12-2025
482012,Subscapular axillary lymphadenopathy,09-12-2025
482012,Subscapular axillary lymphadenopathy,09-12-2025
483019,Paramammary lymphadenopathy,09-12-2025
483019,Paramammary lymphadenopathy,09-12-2025
484013,Cubital lymphadenopathy,09-12-2025
484013,Cubital lymphadenopathy,09-12-2025
485014,Epitrochlear lymphadenopathy,09-12-2025
485014,Epitrochlear lymphadenopathy,09-12-2025
486010,Lower extremity lymphadenopathy,09-12-2025
486010,Lower extremity lymphadenopathy,09-12-2025
487018,Inguinal lymphadenopathy,09-12-2025
487018,Inguinal lymphadenopathy,09-12-2025
488011,Deep inguinal lymphadenopathy,09-12-2025
488011,Deep inguinal lymphadenopathy,09-12-2025
489015,Prefemoral lymphadenopathy,09-12-2025
489015,Prefemoral lymphadenopathy,09-12-2025
490012,Superficial inguinal lymphadenopathy,09-12-2025
490012,Superficial inguinal lymphadenopathy,09-12-2025
491011,Superior medial inguinal lymphadenopathy,09-12-2025
491011,Superior medial inguinal lymphadenopathy,09-12-2025
492016,Superior lateral inguinal lymphadenopathy,09-12-2025
492016,Superior lateral inguinal lymphadenopathy,09-12-2025
493014,Inferior inguinal lymphadenopathy,09-12-2025
493014,Inferior inguinal lymphadenopathy,09-12-2025
494015,Popliteal lymphadenopathy,09-12-2025
494015,Popliteal lymphadenopathy,09-12-2025
495019,Deep popliteal lymphadenopathy,09-12-2025
495019,Deep popliteal lymphadenopathy,09-12-2025
496018,Superficial popliteal lymphadenopathy,09-12-2025
496018,Superficial popliteal lymphadenopathy,09-12-2025
497010,Tibial lymphadenopathy,09-12-2025
497010,Tibial lymphadenopathy,09-12-2025
498017,Posterior tibial lymphadenopathy,09-12-2025
498017,Posterior tibial lymphadenopathy,09-12-2025
499013,Anterior tibial lymphadenopathy,09-12-2025
499013,Anterior tibial lymphadenopathy,09-12-2025
500016,Fibular lymphadenopathy,09-12-2025
500016,Fibular lymphadenopathy,09-12-2025
501017,"Angiofollicular lymph node hyperplasia, hyaline-vascular type",09-12-2025
501017,"Angiofollicular lymph node hyperplasia, hyaline-vascular type",09-12-2025
502012,"Angiofollicular lymph node hyperplasia, plasma cell type",09-12-2025
502012,"Angiofollicular lymph node hyperplasia, plasma cell type",09-12-2025
503019,Progressively transformed germinal centers,09-12-2025
503019,Progressively transformed germinal centers,09-12-2025
504013,Angioimmunoblastic lymphadenopathy with dysproteinemia,09-12-2025
504013,Angioimmunoblastic lymphadenopathy with dysproteinemia,09-12-2025
505014,Histiocytic necrotizing lymphadenitis,09-12-2025
505014,Histiocytic necrotizing lymphadenitis,09-12-2025
506010,Reactive follicular hyperplasia in the elderly,09-12-2025
506010,Reactive follicular hyperplasia in the elderly,09-12-2025
507018,Post-transplantation lymphoproliferative syndrome,09-12-2025
507018,Post-transplantation lymphoproliferative syndrome,09-12-2025
508011,Malignant lymphoma of lymph nodes,09-12-2025
508011,Malignant lymphoma of lymph nodes,09-12-2025
509015,Hematologic malignancy,09-12-2025
509015,Hematologic malignancy,09-12-2025
510013,"Acute myeloid leukemia, minimal differentiation, FAB M0",09-12-2025
511012,"Acute myeloid leukemia without maturation, FAB M1",09-12-2025
512017,"Acute myeloid leukemia with maturation, FAB M2",09-12-2025
513010,Chronic myelomonocytic leukemia,09-12-2025
513010,Chronic myelomonocytic leukemia,09-12-2025
514016,Neoplasm of Waldeyer's ring,09-12-2025
515015,Neoplasm of tonsil,09-12-2025
515015,Neoplasm of tonsil,09-12-2025
516019,Neoplasm of adenoid,09-12-2025
516019,Neoplasm of adenoid,09-12-2025
517011,Neoplasm of lingual tonsil,09-12-2025
517011,Neoplasm of lingual tonsil,09-12-2025
518018,Neoplasm of spleen,09-12-2025
518018,Neoplasm of spleen,09-12-2025
519014,Neoplasm of thymus,09-12-2025
519014,Neoplasm of thymus,09-12-2025
520015,Neoplasm of lymph node,09-12-2025
520015,Neoplasm of lymph node,09-12-2025
521016,Neoplasm of lymph nodes of head,09-12-2025
521016,Neoplasm of lymph nodes of head,09-12-2025
522011,Neoplasm of lymph nodes of face,09-12-2025
522011,Neoplasm of lymph nodes of face,09-12-2025
523018,Neoplasm of lymph nodes of neck,09-12-2025
523018,Neoplasm of lymph nodes of neck,09-12-2025
524012,Neoplasm of occipital lymph nodes,09-12-2025
524012,Neoplasm of occipital lymph nodes,09-12-2025
525013,Neoplasm of parotid lymph nodes,09-12-2025
525013,Neoplasm of parotid lymph nodes,09-12-2025
526014,Neoplasm of preauricular lymph nodes,09-12-2025
526014,Neoplasm of preauricular lymph nodes,09-12-2025
527017,Neoplasm of submandibular lymph nodes,09-12-2025
527017,Neoplasm of submandibular lymph nodes,09-12-2025
528010,Neoplasm of submental lymph nodes,09-12-2025
528010,Neoplasm of submental lymph nodes,09-12-2025
529019,Neoplasm of supraclavicular lymph nodes,09-12-2025
529019,Neoplasm of supraclavicular lymph nodes,09-12-2025
530012,Neoplasm of retropharyngeal lymph nodes,09-12-2025
530012,Neoplasm of retropharyngeal lymph nodes,09-12-2025
531011,Neoplasm of infraclavicular lymph nodes,09-12-2025
531011,Neoplasm of infraclavicular lymph nodes,09-12-2025
532016,Neoplasm of scalene lymph nodes,09-12-2025
532016,Neoplasm of scalene lymph nodes,09-12-2025
533014,Neoplasm of intrathoracic lymph nodes,09-12-2025
533014,Neoplasm of intrathoracic lymph nodes,09-12-2025
534015,Neoplasm of bronchopulmonary lymph nodes,09-12-2025
534015,Neoplasm of bronchopulmonary lymph nodes,09-12-2025
535019,Neoplasm of tracheobronchial lymph nodes,09-12-2025
535019,Neoplasm of tracheobronchial lymph nodes,09-12-2025
536018,Neoplasm of mediastinal lymph nodes,09-12-2025
536018,Neoplasm of mediastinal lymph nodes,09-12-2025
537010,Neoplasm of intercostal lymph nodes,09-12-2025
537010,Neoplasm of intercostal lymph nodes,09-12-2025
538017,Neoplasm of intra-abdominal lymph nodes,09-12-2025
538017,Neoplasm of intra-abdominal lymph nodes,09-12-2025
539013,Neoplasm of intestinal lymph nodes,09-12-2025
539013,Neoplasm of intestinal lymph nodes,09-12-2025
540010,Neoplasm of mesenteric lymph nodes,09-12-2025
540010,Neoplasm of mesenteric lymph nodes,09-12-2025
541014,Neoplasm of retroperitoneal lymph nodes,09-12-2025
541014,Neoplasm of retroperitoneal lymph nodes,09-12-2025
542019,Neoplasm of lymph nodes of upper limb,09-12-2025
542019,Neoplasm of lymph nodes of upper limb,09-12-2025
543012,Neoplasm of axillary lymph nodes,09-12-2025
543012,Neoplasm of axillary lymph nodes,09-12-2025
544018,Neoplasm of lateral axillary lymph nodes,09-12-2025
544018,Neoplasm of lateral axillary lymph nodes,09-12-2025
545017,Neoplasm of pectoral axillary lymph nodes,09-12-2025
545017,Neoplasm of pectoral axillary lymph nodes,09-12-2025
546016,Neoplasm of paramammary lymph nodes,09-12-2025
546016,Neoplasm of paramammary lymph nodes,09-12-2025
547013,Neoplasm of cubital lymph nodes,09-12-2025
547013,Neoplasm of cubital lymph nodes,09-12-2025
548015,Neoplasm of epitrochlear lymph nodes,09-12-2025
548015,Neoplasm of epitrochlear lymph nodes,09-12-2025
549011,Neoplasm of lymph nodes of lower limb,09-12-2025
549011,Neoplasm of lymph nodes of lower limb,09-12-2025
550011,Neoplasm of inguinal lymph nodes,09-12-2025
550011,Neoplasm of inguinal lymph nodes,09-12-2025
551010,Neoplasm of superficial inguinal lymph nodes,09-12-2025
551010,Neoplasm of superficial inguinal lymph nodes,09-12-2025
552015,Neoplasm of femoral lymph nodes,09-12-2025
552015,Neoplasm of femoral lymph nodes,09-12-2025
553013,Neoplasm of popliteal lymph nodes,09-12-2025
553013,Neoplasm of popliteal lymph nodes,09-12-2025
554019,Neoplasm of tibial lymph nodes,09-12-2025
554019,Neoplasm of tibial lymph nodes,09-12-2025
555018,Neoplasm of intrapelvic lymph nodes,09-12-2025
555018,Neoplasm of intrapelvic lymph nodes,09-12-2025
556017,Neoplasm of iliac lymph nodes,09-12-2025
556017,Neoplasm of iliac lymph nodes,09-12-2025
557014,Neoplasm of obturator lymph nodes,09-12-2025
557014,Neoplasm of obturator lymph nodes,09-12-2025
558016,Neoplasm of hypogastric lymph nodes,09-12-2025
558016,Neoplasm of hypogastric lymph nodes,09-12-2025
559012,Neoplasm of parametrial lymph nodes,09-12-2025
559012,Neoplasm of parametrial lymph nodes,09-12-2025
560019,Neoplasm of paravaginal lymph nodes,09-12-2025
560019,Neoplasm of paravaginal lymph nodes,09-12-2025
561015,Neoplasm of pararectal lymph nodes,09-12-2025
561015,Neoplasm of pararectal lymph nodes,09-12-2025
562010,Neoplasm of lymph nodes of multiple sites,09-12-2025
562010,Neoplasm of lymph nodes of multiple sites,09-12-2025
563017,Injury of respiratory system,09-12-2025
563017,Injury of respiratory system,09-12-2025
564011,Injury of head with rhinorrhagia,09-12-2025
564011,Injury of head with rhinorrhagia,09-12-2025
565012,Injury of female genital system,09-12-2025
565012,Injury of female genital system,09-12-2025
566013,Injury of upper extremity,09-12-2025
566013,Injury of upper extremity,09-12-2025
567016,Injury of lower extremity,09-12-2025
567016,Injury of lower extremity,09-12-2025
568014,Fracture of basilar portion of occipital bone,09-12-2025
568014,Fracture of basilar portion of occipital bone,09-12-2025
569018,Fracture of occipital condyle,09-12-2025
569018,Fracture of occipital condyle,09-12-2025
